Score,Weight_class,Age,Stance,Wins,Losses,Draws,Total_Fights,Win_Percentage
137,super middleweight,27,right-handed,8,0,0,8,1
136,light heavyweight,27,right-handed,17,0,0,17,1
135,light flyweight,29,right-handed,34,2,0,36,0.944444444
135,welterweight,28,right-handed,24,3,1,28,0.875
133,super middleweight,35,right-handed,30,4,2,36,0.861111111
133,welterweight,35,right-handed,32,5,0,37,0.864864865
132,flyweight,36,right-handed,36,2,0,38,0.947368421
132,super welterweight,24,right-handed,15,0,0,15,1
131,super lightweight,30,right-handed,16,1,0,17,0.941176471
131,lightweight,37,right-handed,35,8,1,44,0.806818182
131,super flyweight,22,right-handed,16,2,5,23,0.804347826
130,heavyweight,29,right-handed,18,0,0,18,1
129,super lightweight,28,right-handed,12,0,0,12,1
129,welterweight,30,right-handed,24,1,0,25,0.96
128,super lightweight,29,right-handed,17,1,0,18,0.944444444
128,super welterweight,26,right-handed,28,0,0,28,1
128,bantamweight,32,right-handed,29,3,1,33,0.893939394
127,super flyweight,33,right-handed,31,7,0,38,0.815789474
127,super lightweight,32,right-handed,26,1,0,27,0.962962963
126,featherweight,29,right-handed,25,4,0,29,0.862068966
125,super welterweight,30,right-handed,26,2,1,29,0.913793103
237,super lightweight,29,right-handed,25,0,3,28,0.946428571
236,heavyweight,39,right-handed,34,2,0,36,0.944444444
229,super lightweight,29,right-handed,23,2,0,25,0.92
227,lightweight,29,right-handed,25,2,0,27,0.925925926
225,light flyweight,30,right-handed,32,3,0,35,0.914285714
220,light heavyweight,33,right-handed,13,0,0,13,1
219,light heavyweight,29,right-handed,24,2,0,26,0.923076923
212,middleweight,33,right-handed,12,1,0,13,0.923076923
211,welterweight,34,right-handed,35,4,1,40,0.8875
210,super lightweight,25,right-handed,19,0,0,19,1
210,heavyweight,30,right-handed,23,0,1,24,0.979166667
209,lightweight,32,right-handed,34,6,3,43,0.825581395
206,light flyweight,32,right-handed,27,3,2,32,0.875
205,super middleweight,27,right-handed,28,2,0,30,0.933333333
204,super lightweight,26,right-handed,23,0,0,23,1
204,flyweight,31,right-handed,17,0,0,17,1
204,lightweight,27,right-handed,21,1,0,22,0.954545455
203,super welterweight,32,right-handed,38,2,0,40,0.95
199,super welterweight,28,right-handed,26,1,1,28,0.946428571
199,heavyweight,30,right-handed,24,1,0,25,0.96
199,super middleweight,31,right-handed,27,1,0,28,0.964285714
198,bantamweight,22,right-handed,12,0,0,12,1
197,super middleweight,29,right-handed,25,1,0,26,0.961538462
194,middleweight,29,right-handed,40,4,0,44,0.909090909
193,welterweight,29,right-handed,33,3,1,37,0.905405405
192,welterweight,30,right-handed,21,0,0,21,1
189,bantamweight,26,right-handed,19,0,0,19,1
189,light heavyweight,36,right-handed,22,2,0,24,0.916666667
184,lightweight,31,right-handed,27,2,0,29,0.931034483
184,welterweight,32,right-handed,33,4,0,37,0.891891892
184,welterweight,25,right-handed,15,0,0,15,1
182,welterweight,32,right-handed,23,3,0,26,0.884615385
179,welterweight,29,right-handed,28,2,2,32,0.90625
177,welterweight,26,right-handed,27,0,0,27,1
176,featherweight,26,right-handed,10,0,0,10,1
176,bantamweight,26,right-handed,19,1,0,20,0.95
174,super featherweight,30,right-handed,35,2,2,39,0.923076923
172,heavyweight,37,right-handed,26,1,0,27,0.962962963
171,light flyweight,25,right-handed,11,0,0,11,1
171,middleweight,36,right-handed,37,4,1,42,0.892857143
170,super featherweight,30,right-handed,21,3,4,28,0.821428571
169,lightweight,29,right-handed,29,1,0,30,0.966666667
169,super welterweight,29,right-handed,15,0,0,15,1
169,middleweight,28,right-handed,24,1,0,25,0.96
168,super flyweight,27,right-handed,24,2,1,27,0.907407407
166,super flyweight,27,right-handed,18,0,0,18,1
164,middleweight,29,right-handed,27,1,0,28,0.964285714
163,super lightweight,38,right-handed,27,2,0,29,0.931034483
161,super flyweight,29,right-handed,32,3,1,36,0.902777778
161,lightweight,36,right-handed,29,2,0,31,0.935483871
1041,middleweight,28,right-handed,50,1,2,53,0.962264151
814,middleweight,36,right-handed,38,1,1,40,0.9625
730,super featherweight,27,right-handed,35,1,0,36,0.972222222
682,heavyweight,29,right-handed,22,0,0,22,1
672,featherweight,30,right-handed,35,1,1,37,0.959459459
663,super middleweight,28,right-handed,25,0,0,25,1
597,light heavyweight,34,right-handed,24,0,0,24,1
585,light heavyweight,31,right-handed,16,0,0,16,1
556,lightweight,30,right-handed,39,0,0,39,1
504,welterweight,31,right-handed,29,2,1,32,0.921875
488,light flyweight,26,right-handed,14,0,0,14,1
470,featherweight,31,right-handed,26,1,0,27,0.962962963
434,minimumweight,33,right-handed,52,0,0,52,1
419,super bantamweight,23,right-handed,26,1,0,27,0.962962963
409,bantamweight,25,right-handed,17,0,0,17,1
408,light heavyweight,27,right-handed,15,0,0,15,1
399,featherweight,27,right-handed,24,0,0,24,1
399,flyweight,24,right-handed,28,3,0,31,0.903225806
393,light heavyweight,35,right-handed,22,1,3,26,0.903846154
389,middleweight,31,right-handed,35,2,0,37,0.945945946
381,middleweight,28,right-handed,27,0,0,27,1
375,bantamweight,36,right-handed,39,5,0,44,0.886363636
367,cruiserweight,33,right-handed,25,1,0,26,0.961538462
355,super flyweight,28,right-handed,38,3,0,41,0.926829268
344,welterweight,30,right-handed,34,2,0,36,0.944444444
339,featherweight,33,right-handed,31,3,1,35,0.9
338,minimumweight,28,right-handed,19,0,0,19,1
334,middleweight,30,right-handed,19,1,1,21,0.928571429
328,heavyweight,33,right-handed,40,0,1,41,0.987804878
323,super flyweight,31,right-handed,47,2,0,49,0.959183673
321,super welterweight,28,right-handed,23,0,0,23,1
320,super middleweight,30,right-handed,28,4,0,32,0.875
320,super bantamweight,24,right-handed,20,1,0,21,0.952380952
318,super middleweight,29,right-handed,27,2,0,29,0.931034483
293,super welterweight,22,right-handed,31,0,0,31,1
292,super flyweight,29,right-handed,23,1,0,24,0.958333333
287,super welterweight,28,right-handed,31,0,0,31,1
284,featherweight,28,right-handed,27,0,0,27,1
273,super flyweight,29,right-handed,25,0,0,25,1
271,light heavyweight,35,right-handed,32,3,1,36,0.902777778
271,super flyweight,36,right-handed,41,1,5,47,0.925531915
270,featherweight,31,right-handed,26,2,0,28,0.928571429
268,heavyweight,30,right-handed,27,0,1,28,0.982142857
265,super featherweight,33,right-handed,25,1,2,28,0.928571429
256,super bantamweight,28,right-handed,32,0,0,32,1
254,super bantamweight,28,right-handed,26,2,1,29,0.913793103
251,flyweight,23,right-handed,12,0,0,12,1
249,super lightweight,33,right-handed,45,4,0,49,0.918367347
240,cruiserweight,25,right-handed,26,1,0,27,0.962962963
239,super featherweight,33,right-handed,60,13,0,73,0.821917808
9,bantamweight,25,right-handed,5,4,0,9,0.555555556
9,bantamweight,21,right-handed,6,0,1,7,0.928571429
9,featherweight,28,right-handed,17,6,0,23,0.739130435
9,light flyweight,29,right-handed,12,18,2,32,0.40625
9,super flyweight,22,right-handed,4,5,2,11,0.454545455
9,super featherweight,21,right-handed,4,0,0,4,1
9,super lightweight,20,right-handed,6,0,0,6,1
9,lightweight,27,right-handed,4,0,0,4,1
9,super bantamweight,20,right-handed,6,3,0,9,0.666666667
9,super lightweight,19,right-handed,7,0,0,7,1
9,middleweight,NA,right-handed,6,2,1,9,0.722222222
9,cruiserweight,35,right-handed,19,6,0,25,0.76
9,light flyweight,25,right-handed,4,3,0,7,0.571428571
9,middleweight,23,right-handed,4,0,1,5,0.9
9,super middleweight,28,right-handed,3,0,1,4,0.875
9,featherweight,26,right-handed,4,2,0,6,0.666666667
9,super middleweight,27,right-handed,23,10,1,34,0.691176471
9,welterweight,28,right-handed,6,1,0,7,0.857142857
9,super welterweight,35,right-handed,8,1,0,9,0.888888889
9,featherweight,20,right-handed,4,2,0,6,0.666666667
9,welterweight,23,right-handed,3,0,0,3,1
9,super featherweight,30,right-handed,8,4,1,13,0.653846154
9,welterweight,44,right-handed,12,26,3,41,0.329268293
9,welterweight,20,right-handed,16,4,0,20,0.8
9,super bantamweight,23,right-handed,6,2,0,8,0.75
9,lightweight,24,right-handed,5,0,0,5,1
9,super featherweight,NA,right-handed,10,9,0,19,0.526315789
9,super featherweight,32,right-handed,22,16,6,44,0.568181818
9,featherweight,27,right-handed,5,3,0,8,0.625
9,welterweight,31,right-handed,7,2,0,9,0.777777778
9,bantamweight,21,right-handed,3,0,0,3,1
9,super bantamweight,30,right-handed,5,1,1,7,0.785714286
9,heavyweight,27,right-handed,9,13,5,27,0.425925926
9,bantamweight,32,right-handed,21,12,0,33,0.636363636
9,light flyweight,31,right-handed,8,4,3,15,0.633333333
9,super bantamweight,23,right-handed,6,0,1,7,0.928571429
9,light heavyweight,27,right-handed,5,0,0,5,1
9,light heavyweight,30,right-handed,3,14,3,20,0.225
9,super bantamweight,24,right-handed,6,2,1,9,0.722222222
9,super middleweight,23,right-handed,4,2,1,7,0.642857143
9,light flyweight,24,right-handed,7,14,1,22,0.340909091
9,welterweight,34,right-handed,7,5,0,12,0.583333333
9,super welterweight,34,right-handed,17,1,0,18,0.944444444
9,super welterweight,22,right-handed,5,0,0,5,1
9,cruiserweight,25,right-handed,4,11,0,15,0.266666667
9,heavyweight,43,right-handed,25,22,2,49,0.530612245
9,heavyweight,26,right-handed,2,0,0,2,1
9,super bantamweight,25,right-handed,12,9,4,25,0.56
9,lightweight,36,right-handed,25,13,0,38,0.657894737
9,middleweight,37,right-handed,13,4,0,17,0.764705882
9,lightweight,28,right-handed,13,11,3,27,0.537037037
9,super welterweight,22,right-handed,5,0,0,5,1
9,super bantamweight,21,right-handed,5,0,0,5,1
9,super lightweight,24,right-handed,10,1,0,11,0.909090909
9,light heavyweight,32,right-handed,9,1,2,12,0.833333333
9,super lightweight,26,right-handed,6,0,0,6,1
9,super lightweight,24,right-handed,4,0,0,4,1
9,super middleweight,31,right-handed,28,4,0,32,0.875
9,heavyweight,32,right-handed,7,2,0,9,0.777777778
9,welterweight,47,right-handed,36,16,1,53,0.688679245
9,heavyweight,23,right-handed,13,8,0,21,0.619047619
9,super welterweight,29,right-handed,7,3,0,10,0.7
9,super lightweight,19,right-handed,3,0,0,3,1
9,super lightweight,32,right-handed,8,8,4,20,0.5
9,super lightweight,25,right-handed,6,1,0,7,0.857142857
9,light heavyweight,30,right-handed,4,8,0,12,0.333333333
9,super flyweight,22,right-handed,9,1,0,10,0.9
9,super lightweight,33,right-handed,25,6,1,32,0.796875
9,light heavyweight,37,right-handed,10,19,0,29,0.344827586
9,super featherweight,36,right-handed,10,12,7,29,0.465517241
9,light heavyweight,22,right-handed,3,0,0,3,1
9,bantamweight,26,right-handed,8,9,1,18,0.472222222
9,light heavyweight,29,right-handed,5,0,0,5,1
9,super welterweight,33,right-handed,8,13,2,23,0.391304348
9,featherweight,22,right-handed,3,0,0,3,1
9,lightweight,33,right-handed,10,5,1,16,0.65625
9,heavyweight,45,right-handed,52,26,0,78,0.666666667
9,middleweight,38,right-handed,5,9,1,15,0.366666667
9,featherweight,23,right-handed,4,4,1,9,0.5
9,lightweight,38,right-handed,15,2,1,18,0.861111111
9,welterweight,33,right-handed,26,7,0,33,0.787878788
9,welterweight,26,right-handed,5,2,0,7,0.714285714
9,featherweight,26,right-handed,18,7,3,28,0.696428571
9,heavyweight,34,right-handed,14,11,1,26,0.557692308
9,super featherweight,29,right-handed,8,6,2,16,0.5625
9,lightweight,25,right-handed,7,4,0,11,0.636363636
9,super featherweight,32,right-handed,29,8,2,39,0.769230769
9,flyweight,26,right-handed,6,3,2,11,0.636363636
9,super featherweight,30,right-handed,13,9,2,24,0.583333333
9,super middleweight,25,right-handed,3,0,0,3,1
9,bantamweight,24,right-handed,4,1,0,5,0.8
9,featherweight,20,right-handed,5,0,0,5,1
9,lightweight,28,right-handed,5,0,1,6,0.916666667
9,super welterweight,30,right-handed,5,15,0,20,0.25
9,welterweight,27,right-handed,7,5,0,12,0.583333333
9,lightweight,29,right-handed,4,1,0,5,0.8
9,super lightweight,26,right-handed,4,4,1,9,0.5
9,super lightweight,35,right-handed,21,11,1,33,0.651515152
9,light heavyweight,45,right-handed,32,11,1,44,0.738636364
9,super bantamweight,28,right-handed,16,15,1,32,0.515625
9,super lightweight,26,right-handed,17,15,4,36,0.527777778
9,super bantamweight,19,right-handed,4,1,0,5,0.8
9,featherweight,22,right-handed,4,0,0,4,1
9,welterweight,31,right-handed,19,15,2,36,0.555555556
9,middleweight,25,right-handed,7,3,1,11,0.681818182
9,middleweight,37,right-handed,19,5,0,24,0.791666667
9,super middleweight,21,right-handed,8,0,0,8,1
9,super welterweight,33,right-handed,8,7,0,15,0.533333333
9,middleweight,26,right-handed,11,1,1,13,0.884615385
9,super bantamweight,24,right-handed,6,9,2,17,0.411764706
9,light heavyweight,27,right-handed,4,0,0,4,1
9,cruiserweight,26,right-handed,7,1,0,8,0.875
9,lightweight,38,right-handed,28,19,4,51,0.588235294
9,heavyweight,42,right-handed,12,1,0,13,0.923076923
9,welterweight,34,right-handed,4,1,0,5,0.8
9,welterweight,27,right-handed,4,0,1,5,0.9
9,flyweight,22,right-handed,7,4,0,11,0.636363636
9,middleweight,24,right-handed,2,0,0,2,1
9,super middleweight,33,right-handed,12,6,1,19,0.657894737
9,featherweight,27,right-handed,11,5,0,16,0.6875
9,heavyweight,37,right-handed,9,1,1,11,0.863636364
9,bantamweight,26,right-handed,6,3,0,9,0.666666667
9,featherweight,34,right-handed,6,5,2,13,0.538461538
9,super welterweight,20,right-handed,4,1,1,6,0.75
9,super lightweight,35,right-handed,20,7,1,28,0.732142857
9,super middleweight,34,right-handed,28,9,0,37,0.756756757
9,minimumweight,21,right-handed,5,1,1,7,0.785714286
9,cruiserweight,29,right-handed,4,0,0,4,1
9,minimumweight,24,right-handed,7,1,1,9,0.833333333
9,bantamweight,26,right-handed,4,3,0,7,0.571428571
9,super bantamweight,23,right-handed,5,1,0,6,0.833333333
9,super lightweight,25,right-handed,6,4,2,12,0.583333333
9,heavyweight,28,right-handed,6,0,0,6,1
9,middleweight,29,right-handed,4,0,0,4,1
9,light flyweight,18,right-handed,4,1,1,6,0.75
9,welterweight,28,right-handed,10,6,2,18,0.611111111
9,super welterweight,22,right-handed,4,0,0,4,1
9,super bantamweight,29,right-handed,8,9,0,17,0.470588235
9,super welterweight,28,right-handed,4,0,0,4,1
9,bantamweight,22,right-handed,7,7,2,16,0.5
9,flyweight,27,right-handed,7,1,0,8,0.875
9,lightweight,26,right-handed,4,0,0,4,1
9,heavyweight,34,right-handed,23,6,0,29,0.793103448
9,super lightweight,28,right-handed,4,0,1,5,0.9
9,super welterweight,27,right-handed,16,20,3,39,0.448717949
9,heavyweight,42,right-handed,26,22,3,51,0.539215686
9,middleweight,37,right-handed,15,3,0,18,0.833333333
9,middleweight,35,right-handed,7,9,0,16,0.4375
9,minimumweight,20,right-handed,6,1,1,8,0.8125
9,light heavyweight,26,right-handed,8,35,6,49,0.224489796
9,bantamweight,24,right-handed,13,6,1,20,0.675
9,featherweight,32,right-handed,13,10,0,23,0.565217391
9,super lightweight,20,right-handed,6,0,2,8,0.875
9,middleweight,22,right-handed,4,1,0,5,0.8
9,featherweight,23,right-handed,7,0,1,8,0.9375
9,super flyweight,28,right-handed,17,8,4,29,0.655172414
9,heavyweight,28,right-handed,9,2,2,13,0.769230769
9,super lightweight,34,right-handed,12,6,2,20,0.65
9,lightweight,28,right-handed,4,3,0,7,0.571428571
9,super welterweight,25,right-handed,8,1,1,10,0.85
9,super lightweight,24,right-handed,6,0,0,6,1
9,super middleweight,22,right-handed,6,1,1,8,0.8125
9,lightweight,NA,right-handed,3,1,0,4,0.75
9,middleweight,26,right-handed,7,1,0,8,0.875
9,welterweight,NA,right-handed,4,0,0,4,1
9,super middleweight,36,right-handed,32,3,0,35,0.914285714
9,featherweight,26,right-handed,10,12,2,24,0.458333333
9,super bantamweight,31,right-handed,23,3,0,26,0.884615385
9,welterweight,25,right-handed,8,8,0,16,0.5
9,bantamweight,30,right-handed,13,6,1,20,0.675
9,featherweight,32,right-handed,6,4,1,11,0.590909091
9,lightweight,27,right-handed,13,4,0,17,0.764705882
9,super welterweight,29,right-handed,6,6,0,12,0.5
9,lightweight,27,right-handed,4,0,0,4,1
9,super bantamweight,23,right-handed,7,3,0,10,0.7
9,super flyweight,20,right-handed,5,3,0,8,0.625
9,middleweight,25,right-handed,9,2,1,12,0.791666667
9,lightweight,NA,right-handed,4,1,0,5,0.8
9,cruiserweight,33,right-handed,21,12,0,33,0.636363636
9,middleweight,29,right-handed,3,0,0,3,1
9,heavyweight,34,right-handed,12,7,0,19,0.631578947
9,super welterweight,29,right-handed,4,1,1,6,0.75
9,light heavyweight,22,right-handed,4,0,0,4,1
9,bantamweight,22,right-handed,14,3,0,17,0.823529412
9,light heavyweight,25,right-handed,5,2,0,7,0.714285714
9,super lightweight,24,right-handed,4,1,2,7,0.714285714
9,super lightweight,34,right-handed,10,20,0,30,0.333333333
